text,label
"water, sesame oil, maple syrup, shoyu sauce, honey, canola oil, onions, lemon juice, orange juice, brown rice vinegar, garlic cloves, peppers, ginger juice, salt, hot sauce, xanthan gum, crushed red pepper, granulated garlic, red pepper flakes.",Condiments
"starbucks coffee, reducedfat milk, skim milk, sugar, maltodextrin, dextrose, taurine, cellulose gel, natural flavor, panax ginseng root extract, inositol, sodium ascorbate, guarana seed extract, cellulose gum, niacinamide, sucralose, ascorbic acid, tricalcium phosphate, pyridoxine hydrochloride, riboflavin, vitamin a palmitate, vitamin d.",Beverages
"water, spinach, sunflower oil and/or canola oil, red bell peppers, water chestnuts, whey protein concentrate and less than of the following onions, modified tapioca and corn starch, salt, sugar, vinegar, garlic powder, lactic acid, natural flavor, xanthan gum, datem, torula yeast extract, monosodium glutamate, and citric acid, contains milk ingredients",Condiments
himalayan pink salt.,Condiments
"water, malic acid, citric acid, gum arabic, sucralose, contains less than of natural and artificial flavor, acesulfame potassium, potassium citrate, sucrose acetate isobutyrate, red, potassium sorbate .",Beverages
"cranberries, sugar, sunflower oil.",Snacks
"nongmo soy sauce, cane sugar, organic honey, organic ginger, mirin, tomato paste, green onion, organic rice vinegar, organic garlic, sea salt, organic toasted sesame oil",Condiments
"flour, honey, buttermilk, sesame seeds, black sesame seeds, ground flax seeds, brown sugar, baking soda, salt, lemon juice.",Snacks
"organic unbleached wheat flour, organic sugar, organic high oleic sunflower oil organic molasses, organic ginger, sea salt, soy lecithin, organic cinnamon, baking soda, organic whole eggs.",Snacks
"water, sugar, white grape juice concentrate, kiwi juice concentrate, natural flavors, strawberry juice concentrate, citric acid, malic acid, potassium sorbate, artificial colors .",Plant-based foods and beverages
"milk, orange juice, heavy cream, sugar, non fat milk powder, dextrose, stabilizer, vanilla.",Desserts
"beef, brown sugar, huy fong sriracha sauce, soy sauce, cayenne pepper, pineapple juice.",Snacks
"potatoes, cottonseed oil, dextrose, salt, sugar, corn flour, torula yeast, onion and garlic powders, horseradish powder, tomato powder, natural coloring, spice extractives, natural smoke flavor.",Snacks
"dates, butter light, wheat, tahini, pistachio, cocoa bean, chocolate dark, hazelnut, pecans, coconut, cinnamon, spirulina, coffee beans",Snacks
"turkey, mechanically separated turkey, contains or less of salt, corn syrup solids, natural spices, dextrose, lactic acid starter culture, carrageenan, sodium erythorbate, garlic powder, sodium nitrite. in collagen casing.",Snacks
"chicken broth, chicken, onions, celery, pasta, carrots, contains or less of organic roasted chicken flavor, organic canola oil, garlic salt, parsley, thyme, yeast, acacia & xanthan gum, nisin preparation++, spices.",Meals
"filtered carbonated water, high fructose corn syrup, citric acid, potassium citrate, natural flavors, calcium disodium edta",Beverages
"sugar, water, bleached enriched wheat flour, palm oil, soybean oil, white chocolate shavings, butter, food starchmodified, cornstarch, dextrose, egg whites, nonfat milk, raspberry puree, corn syrup solids, mono and diglycerides, salt, leavening, egg yolks, propylene glycol mono and diesters of fats and fatty acids, citric acid, sodium citrate, sorbitan monostearate, polysorbate, tetrasodium pyrophosphate, soy lecithin, sodium stearoyl lactylate, natural & artificial flavors, xanthan gum, lemon puree, tapioca dextrin, sodium carboxymethylcellulose, propylene glycol, methylparaben, propylparaben, sorbic acid, sodium benzoate, agar, maltodextrin, calcium acetate, polyglycerol monostearate, potassium sorbate, guar gum, algin, soy flour, yellow, sodium propionate, blue, carrageenan, red, high fructose corn syrup, yellow, cocoa butter, glycerin, milk, carrageenan gum.",Snacks
"italian chopped tomatoes, tomato juice, salt, acidity regulator citric acid.",Plant-based foods and beverages
"filtered water, soybean oil, chardonnay wine, champagne vinegar, sugar, dijon mustard, natural flavor, mustard seed salt, garlic, onion, xanthan gum, yeast extract, rosemary extract.",Condiments
"pasteurized partskim milk, cheese cultures, salt, enzymes.",Dairies
"pasteurized milk, salt, cumin, cheese cultures, enzymes, color added. natamycin .",Dairies
extra virgin olive oil.,Plant-based foods and beverages
"ice cream mix, sugar, water, coconut flakes, artificial coconut flavor, coconut cream",Desserts
"beef, water, tapatio hot sauce, beef fajita seasoning, red bell pepper and onion blend, potassium lactate, soybean oil.",Meats and their products
"cabbage, high fructose corn syrup, mayonnaise, carrots, sugar, water, salt, vinegar, glucono delta lactone, citric acid, ascorbic acid, artificial color, potassium sorbate and sodium benzoate to protect flavor, xanthan gum.",Meals
"gherkins, water, sugar, vinegar, salt, red bell pepper, xanthan gum, alum, yellow mustard, sweet pickle, flavour, fd & c yellow #",Salted snacks
"green beans, water, salt.",Plant-based foods and beverages
"blueberry filling, organic wheat flour, organic invert cane sugar, organic evaporated cane sugar, organic expeller pressed canola oil, organic oat flour, contains less than of organic whole grain rolled oats, organic wheat bran, natural flavors, organic wheat gluten, organic honey, organic nonfat dry milk, cream of tartar, sodium bicarbonate, soy lecithin, carrageenan, sea salt, sodium selenite, thiamine hydrochloride, riboflavin, pyridoxine hydrochloride, cyanocobalamin, folic acid, niacinamide .",Snacks
"organic toasted coconut, organic cane sugar.",Snacks
"sorbitol, natural peppermint oil, menthol, calcium stearate, sucralose.",Snacks
"bonito, vegetable oil and salt.",Seafood
"enriched parboiled long grain rice, thiamine mononitrate, folic acid), salt, dried vegetables, dextrose, hydrolized soy and corn protein, tomato and garlic powders, spices, torula yeast, natural flavoring, yellow # and yellow lake #, disodium inosinate and disodium guanylate. squid, mussels, peas, carrots, french beans, pimientos, gherkins, onions, soy oil, spices and salt.",Meats and their products
"coconut pulp, coconut nectar, spices, kaffir lime powder, dried lemongrass, salt",Snacks
"quince paste sugar, fruit natural pectine and citric acid.",Snacks
"sugar, unbleached enriched flour, palm and/or canola oil, cocoa, high fructose corn syrup, cornstarch, leavening, salt, soy lecithin, artificial color, vanillin an artificial flavor, chocolate.",Snacks
"idaho potatoes, vegetable oil, corn syrup solids, salt, maltodextrin, nonfat dry milk, sugar, sodium caseinate, butter powder [ butter, nonfat milk solids, sodium caseinate and disodium phosphate], mono and diglycerides, calcium stearoyl lactylate, natural and artificial flavors, spice, sodium acid pyrophosphate, sodium bisulfite, dipotassium phosphate, artificial color, citric acid, mixed tocopherols and less than silicon dioxide added as an anticaking agent.",Plant-based foods and beverages
"unbleached red wheat flour enriched with malted barley flour niacin reduced iron thiamin mononitrate riboflaven folic acid, organic pastry flour, water, extra virgin olive oil, roasted garlic, rosemary, sea salt, yeast",Snacks
"semolina wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid.",Plant-based foods and beverages
"enriched flour, palm oil, tapioca starch, salt, dried carrot flake, water, sugar, contains less than of autolyzed yeast extract, beta carotene color, caramel color, citric acid, concentrated chicken stock, corn syrup, disodium guanylate, disodium inosinate, disodium succinate, dried corn, dried green onion, dried leek flake, dried red bell pepper, egg white, garlic powder, glucose, high fructose corn syrup, hydrolyzed corn protein, hydrolyzed soy protein, lactose, maltodextrin, natural and artificial flavor, onion powder, potassium carbonate, potassium chloride, powdered chicken, rendered chicken fat, rice, silicon dioxide, sodium carbonate, sodium phosphate, sodium tripolyphosphate, soybean, spice and color, succinic acid, sucralose, tbhq, vinegar, wheat, xanthan gum.",Meals
"whole grain oat flour, sugar, corn meal, wheat starch, corn syrup, brown sugar, canola oil, apple puree concentrate, salt, dicalcium phosphate, cinnamon, trisodium phosphate, vanillin, bht, vitamins and minerals calcium carbonate, zinc oxide and reduced iron, vitamin c, a b vitamin, vitamin a palmitate, vitamin b, vitamin b, vitamin b, folic acid, vitamin d, vitamin b.",Plant-based foods and beverages
"water, citric acid, natural flavor, calcium lactate pentahydrate, garcinia cambogia rind extract, purple carrot juice concentrate, potassium citrate, acesulfame potassium, sucralose, chromium polynicotinate.",Beverages
"unbleached unbromated enriched wheat flour, water, soybean oil, sugar, sea salt, yeast, salt, dill weed.",Plant-based foods and beverages
"popcorn, pure cane sugar, corn syrup, coconut oil, salt, dextrose, artificial flavor, citric acid, unidex dextrose, malic acid, partially hydrogenated soybean oil, canola oil, sunflower oil, soy lecithin, and betacarotene. color added yellow, yellow lake, red, blue, and red .",Snacks
"potatoes, vegetable oil, sugar, salt, dextrose, spices, monosodium glutamate, fructose, onion powder, yeast, tomato powder, extract of malted barley and corn, garlic powder, caramel color, natural smoke flavor, citric acid, extractives of paprika, natural flavors, modified corn starch.",Snacks
"organic sprouted almond milk, organic almond milk, organic pea protein, organic whole hemp seeds, organic unblanched almonds, organic cane sugar, organic cinnamon, organic sunflower lecithin, organic natural vanilla flavor, organic maca root, organic acacia fiber, organic nutmeg, organic cardamom, organic stevia power, bacillus coagulans gbi probiotic.",Beverages
"chocolate, candy cane, soy lecithin ).",Snacks
", pie crust flour blend, brown sugar, organic honey, soy free nongmo buttery spread [, filtered water, pure salt, sunflower lecithin, lactic acid, annatto extract], cane sugar, nutmeg, nongmo soy creamer [filtered water, whole soybean, palm oil, cane sugar, maltodextrin, soy lecithin, potassium phosphate, sodium citrate, tapioca starch, gluten free natural flavors, carrageenan], organic gluten free vanilla extract. filling coconut milk, vegan dairy free semisweet chocolate chips, organic gluten free chocolate flavoring [organic vanilla extract, organic cocoa, filtered water].",Desserts
"water, maple syrup, canola oil, apple cider vinegar, sugar, dijon mustard, wholegrain mustard, salt, lemon juice concentrate, cultured dextrose, garlic, onion, spices, xanthan gum, distilled vinegar, citric acid, ascorbic acid, mixed tocopherols .",Condiments
"sugar, enriched wheat flour, vegetable oil, cocoa powder, corn meal, skim milk, whey powder, corn bran, molasses, salt, lactose, corn syrup, powder sugar, potassium chloride, titanium dioxide, sodium bicarbonate, calcium carbonate, milk chocolate, partially defatted peanut flour, reduced mineral whey powder, distilled monoglycerides, yeast, whole milk solids, nonfat dry milk solids, yellow lake, yellow lake, blue lake, natural and artificial flavors, soy lecithin, vanillin.",Snacks
"milled corn, sugar, contains or less of salt, malt extract, corn syrup, wheat starch. vitamins & minerals vitamin b, vitamin b, niacin, vitamin b, folic acid, vitamin b, vitamin a palmitate, vitamin c, vitamin d, reduced iron.",Plant-based foods and beverages
"cucumbers, water, distilled vinegar, salt, spice oils, alum, / of sodium benzoate, calcium chloride, fd&c yellow no., polysorbate .",Salted snacks
"cabbage, water, sugar, salt and caraway seeds.",Salted snacks
"flour, sugar, margarine, whole egg, fd&c blue #, red #, yellow #, natural & artificial flavor, kernel paste ., jelly filling corn syrup, apricot puree, apple puree, sugar, water, raspberry juice, citric acid, pectin, gellan gum., chocolate sugar, soybean oil, cocoa, lecithin.",Snacks
